Kind,Name,AvgCyclomatic,CountLine
File,"TestCombinedConfigurationBuilderVFS.java",1,78
File,"TestCombinedLocationStrategy.java",1,237
File,"TestCombinedReloadingController.java",1,210
File,"TestCompositeConfiguration.java",1,958
File,"TestCompositeConfigurationNonStringProperties.java",1,46
File,"TestConfigurationAttributePointer.java",1,201
File,"TestConfigurationConverter.java",1,158
File,"TestConfigurationDeclaration.java",1,156
File,"TestConfigurationDynaBean.java",1,731
File,"TestConfigurationDynaBeanXMLConfig.java",1,45
File,"TestConfigurationEventTypes.java",1,273
File,"TestConfigurationInterpolator.java",1,637
File,"TestConfigurationIteratorAttributes.java",1,154
File,"TestConfigurationLogger.java",1,269
File,"TestConfigurationLookup.java",1,107
File,"TestConfigurationMap.java",1,93
File,"TestConfigurationNodeIteratorChildren.java",1,328
File,"TestConfigurationNodePointer.java",1,170
File,"TestConfigurationNodePointerFactory.java",1,174
File,"TestConfigurationPropertiesFactoryBean.java",1,175
File,"TestConfigurationPropertySource.java",1,82
File,"TestConfigurationSet.java",2,105
File,"TestConfigurationUtils.java",1,650
File,"TestConfigurations.java",1,531
File,"TestConstantLookup.java",1,159
File,"TestConstructorArg.java",1,95
File,"TestCopyObjectDefaultHandler.java",1,112
File,"TestDataConfiguration.java",2,2680
File,"TestDatabaseBuilderParametersImpl.java",1,145
File,"TestDatabaseConfiguration.java",1,589
File,"TestDatabaseConfigurationEvents.java",1,64
File,"TestDefaultBeanFactory.java",1,325
File,"TestDefaultConfigurationKey.java",1,627
File,"TestDefaultConversionHandler.java",1,377
File,"TestDefaultExpressionEngine.java",1,830
File,"TestDefaultExpressionEngineSymbols.java",1,177
File,"TestDefaultFileSystem.java",1,75
File,"TestDefaultListDelimiterHandler.java",1,207
File,"TestDefaultParametersManager.java",1,271
File,"TestDefaultReloadingDetectorFactory.java",1,79
File,"TestDisabledListDelimiterHandler.java",1,223
File,"TestDummyLookup.java",1,40
File,"TestDynamicCombinedConfiguration.java",1,578
File,"TestEnvironmentConfiguration.java",1,103
File,"TestEnvironmentLookup.java",1,71
File,"TestEqualBehaviour.java",1,266
File,"TestEqualsProperty.java",1,46
File,"TestEvent.java",1,59
File,"TestEventListenerList.java",1,635
File,"TestEventListenerParameters.java",1,93
File,"TestEventSource.java",1,390
File,"TestEventType.java",1,49
File,"TestExprLookup.java",1,183
File,"TestFileBasedBuilderParameters.java",1,437
File,"TestFileBasedConfigurationBuilder.java",1,569
File,"TestFileExtensionConfigurationBuilderProvider.java",1,246
File,"TestFileHandler.java",1,1715
File,"TestFileHandlerReloadingDetector.java",1,253
File,"TestFileLocator.java",1,241
File,"TestFileLocatorUtils.java",1,615
File,"TestFileSystemLocationStrategy.java",1,70
File,"TestHierarchicalBuilderParametersImpl.java",1,97
File,"TestHierarchicalConfiguration.java",1,664
File,"TestHierarchicalConfigurationEvents.java",1,150
File,"TestHierarchicalConfigurationXMLReader.java",1,79
File,"TestHierarchicalXMLConfiguration.java",1,308
File,"TestHomeDirectoryLocationStrategy.java",1,162
File,"TestINIConfiguration.java",1,1343
File,"TestImmutableConfiguration.java",1,237
File,"TestImmutableNode.java",1,682
File,"TestInMemoryNodeModel.java",1,1081
File,"TestInMemoryNodeModelReferences.java",1,293
File,"TestInMemoryNodeModelTrackedNodes.java",1,1004
File,"TestInterpolatorSpecification.java",1,264
File,"TestJNDIConfiguration.java",1,385
File,"TestJNDIEnvironmentValues.java",1,152
File,"TestJSONConfiguration.java",1,153
File,"TestJndiBuilderParametersImpl.java",1,100
File,"TestManagedReloadingDetector.java",1,75
File,"TestMapConfiguration.java",1,176
File,"TestMapConfigurationEvents.java",1,36
File,"TestMergeCombiner.java",1,190
File,"TestMultiFileBuilderParametersImpl.java",1,157
File,"TestMultiFileConfigurationBuilder.java",1,463
File,"TestMultiWrapDynaBean.java",1,286
File,"TestNodeAddData.java",1,107
File,"TestNodeHandlerDecorator.java",1,45
File,"TestNodeNameMatchers.java",1,142
File,"TestNodeSelector.java",1,253
File,"TestNodeTreeWalker.java",1,316
File,"TestNodeUpdateData.java",1,154
File,"TestNonStringProperties.java",1,43
File,"TestNullCompositeConfiguration.java",1,465
File,"TestNullJNDIEnvironmentValues.java",1,151
File,"TestOverrideCombiner.java",1,214
File,"TestParameters.java",1,447
File,"TestPatternSubtreeConfiguration.java",1,94
File,"TestPeriodicReloadingTrigger.java",1,229
File,"TestPropertiesBuilderParametersImpl.java",1,150
File,"TestPropertiesConfiguration.java",1,1576
File,"TestPropertiesConfigurationEvents.java",1,36
File,"TestPropertiesConfigurationLayout.java",1,853
File,"TestPropertiesSequence.java",3,156
File,"TestPropertyConverter.java",1,310
File,"TestPropertyListConfiguration.java",1,453
File,"TestPropertyListConfigurationEvents.java",2,53
File,"TestPropertyListParser.java",1,81
File,"TestProvidedURLLocationStrategy.java",1,72
File,"TestQueryResult.java",1,178
File,"TestReadWriteSynchronizer.java",1,298
File,"TestReloadingBuilderSupportListener.java",1,88
File,"TestReloadingCombinedConfigurationBuilder.java",1,158
File,"TestReloadingCombinedConfigurationBuilderFileBased.java",1,443
File,"TestReloadingController.java",1,210
File,"TestReloadingFileBasedConfigurationBuilder.java",1,278
File,"TestReloadingMultiFileConfigurationBuilder.java",1,243
File,"TestServletConfiguration.java",1,85
File,"TestServletContextConfiguration.java",1,122
File,"TestServletFilterConfiguration.java",1,106
File,"TestServletRequestConfiguration.java",1,147
File,"TestStrictConfigurationComparator.java",1,95
File,"TestSubnodeConfiguration.java",1,536
File,"TestSubsetConfiguration.java",1,376
File,"TestSubsetConfigurationEvents.java",1,37
File,"TestSystemConfiguration.java",1,154
File,"TestSystemPropertiesLookup.java",1,63
File,"TestThreesomeConfiguration.java",1,74
File,"TestTrackedNodeHandler.java",1,81
File,"TestTrackedNodeModel.java",1,280
File,"TestTreeData.java",1,36
File,"TestUnionCombiner.java",1,134
File,"TestVFSFileHandlerReloadingDetector.java",1,181
File,"TestXMLBeanDeclaration.java",1,583
File,"TestXMLBuilderParametersImpl.java",1,169
File,"TestXMLConfiguration.java",1,1781
File,"TestXMLConfigurationEvents.java",1,35
File,"TestXMLConfiguration_605.java",1,150
File,"TestXMLDocumentHelper.java",1,349
File,"TestXMLListHandling.java",1,208
File,"TestXMLPropertiesConfiguration.java",1,176
File,"TestXMLPropertyListConfiguration.java",1,542
File,"TestXMLPropertyListConfigurationEvents.java",2,52
File,"TestXPathContextFactory.java",1,64
File,"TestXPathExpressionEngine.java",1,576
File,"TestXPathExpressionEngineInConfig.java",1,145
File,"TestYAMLConfiguration.java",1,137
File,"TrackedNodeHandler.java",1,94
File,"TrackedNodeModel.java",1,274
File,"TreeData.java",1,245
File,"TreeUtils.java",3,77
