Kind,Name,AvgCyclomatic,CountLine
File,"SimpleAsyncEntityConsumer.java",1,80
File,"SimpleBody.java",2,109
File,"SimpleHttpCacheStorage.java",1,81
File,"SimpleHttpRequest.java",1,113
File,"SimpleHttpRequests.java",1,165
File,"SimpleHttpResponse.java",1,125
File,"SimpleRequestProducer.java",2,65
File,"SimpleResponseConsumer.java",1,69
File,"StandardMethods.java",1,87
File,"StringBody.java",1,92
File,"SubjectName.java",1,65
File,"SystemClock.java",1,36
File,"SystemDefaultCredentialsProvider.java",4,196
File,"SystemDefaultDnsResolver.java",2,58
File,"SystemDefaultRoutePlanner.java",3,133
File,"TLS.java",1,78
File,"TestAIMDBackoffManager.java",1,180
File,"TestAbstractHttpClientResponseHandler.java",1,113
File,"TestAbstractSerializingAsyncCacheStorage.java",1,558
File,"TestAbstractSerializingCacheStorage.java",1,341
File,"TestAuthChallenge.java",1,57
File,"TestAuthChallengeParser.java",1,318
File,"TestAuthScope.java",1,155
File,"TestAuthenticationStrategy.java",1,162
File,"TestBasicAuthCache.java",1,76
File,"TestBasicClientCookie.java",1,92
File,"TestBasicConnectionManager.java",1,62
File,"TestBasicCookieAttribHandlers.java",1,505
File,"TestBasicCookieStore.java",1,101
File,"TestBasicCredentialsProvider.java",1,157
File,"TestBasicHttpCache.java",1,309
File,"TestBasicHttpClientConnectionManager.java",1,438
File,"TestBasicResponseHandler.java",1,79
File,"TestBasicScheme.java",1,184
File,"TestByteArrayBuilder.java",2,214
File,"TestByteArrayCacheEntrySerializer.java",1,129
File,"TestCacheKeyGenerator.java",1,420
File,"TestCacheRevalidatorBase.java",1,154
File,"TestCacheUpdateHandler.java",1,289
File,"TestCacheValidityPolicy.java",1,499
File,"TestCacheableRequestPolicy.java",1,143
File,"TestCachedHttpResponseGenerator.java",1,168
File,"TestCachedResponseSuitabilityChecker.java",1,329
File,"TestCachingExec.java",1,458
File,"TestCachingExecChain.java",1,1695
File,"TestClassicHttpRequests.java",1,82
File,"TestClientAuthentication.java",1,746
File,"TestClientAuthenticationFakeNTLM.java",1,222
File,"TestClientRequestExecution.java",1,260
File,"TestCloseableHttpClient.java",1,179
File,"TestCombinedEntity.java",1,66
File,"TestConcurrentCountMap.java",1,50
File,"TestConditionalRequestBuilder.java",1,323
File,"TestConnectExec.java",1,359
File,"TestConnectionManagement.java",1,303
File,"TestConnectionReuse.java",2,263
File,"TestContentCodings.java",1,451
File,"TestContentCompressionExec.java",1,223
File,"TestCookieIdentityComparator.java",1,139
File,"TestCookieOrigin.java",1,81
File,"TestCookiePathComparator.java",1,108
File,"TestCookiePriorityComparator.java",1,113
File,"TestCookieVirtualHost.java",2,142
File,"TestCredentials.java",1,199
File,"TestDateUtils.java",1,159
File,"TestDecompressingEntity.java",1,110
File,"TestDefaultAsyncCacheInvalidator.java",1,697
File,"TestDefaultBackoffStrategy.java",1,83
File,"TestDefaultCacheInvalidator.java",1,673
File,"TestDefaultConnKeepAliveStrategy.java",1,90
File,"TestDefaultHostnameVerifier.java",1,320
File,"TestDefaultHttpRequestRetryHandler.java",1,88
File,"TestDefaultProxyRoutePlanner.java",1,90
File,"TestDefaultRedirectStrategy.java",1,238
File,"TestDefaultRoutePlanner.java",1,106
File,"TestDefaultServiceUnavailableRetryStrategy.java",1,98
File,"TestDeflate.java",1,59
File,"TestDigestScheme.java",1,735
File,"TestDistinguishedNameParser.java",1,141
File,"TestEntityBuilder.java",1,128
File,"TestExceptions.java",1,118
File,"TestExponentialBackingOffSchedulingStrategy.java",1,59
File,"TestFluent.java",1,176
File,"TestFormBodyPartBuilder.java",1,168
File,"TestFutureRequestExecutionService.java",1,214
File,"TestGZip.java",1,103
File,"TestHttp1Async.java",1,188
File,"TestHttp1AsyncRedirects.java",1,250
File,"TestHttp1AsyncStatefulConnManagement.java",1,319
File,"TestHttp1ClientAuthentication.java",1,179
File,"TestHttp2Async.java",1,87
File,"TestHttp2AsyncMinimal.java",1,72
File,"TestHttp2AsyncRedirect.java",1,81
File,"TestHttp2ClientAuthentication.java",1,96
File,"TestHttpAsyncMinimal.java",1,147
File,"TestHttpAuthenticator.java",1,498
File,"TestHttpCacheEntry.java",1,304
File,"TestHttpCacheJiraNumber1147.java",1,148
File,"TestHttpClientConnectionOperator.java",1,281
File,"TestHttpOptions.java",1,51
File,"TestHttpRequestBase.java",1,50
File,"TestHttpRequests.java",1,76
File,"TestHttpRoute.java",1,581
File,"TestIdleConnectionEviction.java",2,115
File,"TestIdleConnectionEvictor.java",1,81
File,"TestImmediateSchedulingStrategy.java",1,51
File,"TestInternalExecRuntime.java",1,293
File,"TestInternalHttpClient.java",1,217
File,"TestLaxCookieAttribHandlers.java",1,317
File,"TestMainClientExec.java",1,351
File,"TestMalformedServerResponse.java",1,135
File,"TestMinimalClientRequestExecution.java",1,101
File,"TestMultipartContentBody.java",1,84
File,"TestMultipartEntityBuilder.java",1,174
File,"TestMultipartForm.java",1,376
File,"TestMultipartFormHttpEntity.java",1,134
File,"TestNTLMEngineImpl.java",1,327
File,"TestNullBackoffStrategy.java",1,57
File,"TestPoolingHttpClientConnectionManager.java",1,377
File,"TestPrefixKeyHashingScheme.java",1,58
File,"TestProtocolAllowedBehavior.java",1,89
File,"TestProtocolDeviations.java",1,346
File,"TestProtocolExec.java",1,341
File,"TestProtocolRecommendations.java",1,1643
File,"TestProtocolRequirements.java",1,5709
File,"TestPublicSuffixListParser.java",1,134
File,"TestPublicSuffixListParser.java",1,86
File,"TestPublicSuffixMatcher.java",1,92
File,"TestRFC5861Compliance.java",1,625
File,"TestRFC6265CookieSpec.java",1,321
File,"TestRedirectExec.java",1,386
File,"TestRedirectLocation.java",1,69
File,"TestRedirects.java",1,710
File,"TestRequest.java",1,56
File,"TestRequestAddCookies.java",1,412
File,"TestRequestAuthCache.java",1,184
File,"TestRequestBuilder.java",1,289
File,"TestRequestClientConnControl.java",1,140
File,"TestRequestConfig.java",1,97
File,"TestRequestDefaultHeaders.java",1,80
File,"TestRequestExpectContinue.java",1,129
File,"TestRequestProtocolCompliance.java",1,162
File,"TestResponseCachingPolicy.java",1,878
File,"TestResponseEntityWrapper.java",1,142
File,"TestResponseProcessCookies.java",1,148
File,"TestResponseProtocolCompliance.java",1,74
File,"TestRetryExec.java",1,186
File,"TestRouteDirector.java",1,477
File,"TestRouteTracker.java",3,722
File,"TestRoutingSupport.java",1,62
File,"TestSHA256HashingScheme.java",1,43
File,"TestSPNegoScheme.java",1,209
File,"TestSSLSocketFactory.java",2,77
File,"TestSSLSocketFactory.java",1,417
File,"TestServiceUnavailableRetryExec.java",1,148
File,"TestStatefulConnManagement.java",1,256
File,"TestSystemDefaultCredentialsProvider.java",1,137
File,"TestSystemDefaultRoutePlanner.java",1,117
File,"TestTlsVersionParser.java",1,93
File,"TestURIUtils.java",1,305
File,"TestWarningValue.java",1,230
File,"TestWindowsNegotiateScheme.java",1,100
File,"TlsSessionValidator.java",9,146
File,"TlsVersionParser.java",3,105
File,"TrustAllStrategy.java",1,54
File,"TrustSelfSignedStrategy.java",1,53
